sample_id,status,history,original_query,rewritten_query,groundtruth,Latency,RougeL,Bleu,LLMJ
s_10,REWRITTEN,What are the best ways to cook a turkey? | Heat the oven to 450°F to preheat and then drop the temperature to 350°F when putting the turkey into the oven. The turkey is done when it registers a minimum of 165° in the thickest part of the thigh. | Should I brine a turkey before smoking it? | Use a brine before smoking to help keep meat moist while cooking and to add flavor. | How much salt do I use to brine a turkey? | The basic ratio for turkey brine is two cups of kosher salt to two gallons of water. Some recipes include sweeteners or acidic ingredients to balance the saltiness.,What kind of wood should I use?,What kind of wood should I use to smoke a turkey?,What kind of wood should I use to brine a turkey?,96.6875,0.9091,0.7349,0.80
s_11,REWRITTEN,"What are the best ways to cook a turkey? | Heat the oven to 450°F to preheat and then drop the temperature to 350°F when putting the turkey into the oven. The turkey is done when it registers a minimum of 165° in the thickest part of the thigh. | Should I brine a turkey before smoking it? | Use a brine before smoking to help keep meat moist while cooking and to add flavor. | How much salt do I use to brine a turkey? | The basic ratio for turkey brine is two cups of kosher salt to two gallons of water. Some recipes include sweeteners or acidic ingredients to balance the saltiness. | What kind of wood should I use to brine a turkey? | nonsense | How long should a turkey be smoked for? | he rule of thumb is to smoke the turkey at 300 degrees, 15 minutes for each pound. We used a 17 pound Honeysuckle White turkey for this recipe, and smoked it at 275-300 degrees for just under 4 hours. | Is smoked turkey healthy? | There's no specific amount that's considered safe, but if you're a strictly-on-Thanksgiving smoked-meat eater, it's not something to stress about.",What can you do with leftovers?,What can you do with smoked turkey leftovers?,What can you do with leftovers or a turkey?,74.9350,0.7059,0.4492,0.80
s_12,REWRITTEN,"What are the best ways to cook a turkey? | Heat the oven to 450°F to preheat and then drop the temperature to 350°F when putting the turkey into the oven. The turkey is done when it registers a minimum of 165° in the thickest part of the thigh. | Should I brine a turkey before smoking it? | Use a brine before smoking to help keep meat moist while cooking and to add flavor. | How much salt do I use to brine a turkey? | The basic ratio for turkey brine is two cups of kosher salt to two gallons of water. Some recipes include sweeteners or acidic ingredients to balance the saltiness. | What kind of wood should I use to brine a turkey? | nonsense | How long should a turkey be smoked for? | he rule of thumb is to smoke the turkey at 300 degrees, 15 minutes for each pound. We used a 17 pound Honeysuckle White turkey for this recipe, and smoked it at 275-300 degrees for just under 4 hours. | Is smoked turkey healthy? | There's no specific amount that's considered safe, but if you're a strictly-on-Thanksgiving smoked-meat eater, it's not something to stress about. | What can you do with leftovers or a turkey? | Turkey Chowder. Turkey and Stuffing Casserole. | How long are leftovers a turkey good for in the fridge? | Your leftovers are safe in the fridge for three to four days, while frozen food should be consumed within two to four months for best quality, according to the U.S. Department of Agriculture. The biggest mistake turkey-lovers make is keeping leftovers in the fridge for too long. | What's a recipe for smoked turkey soup? | Place the turkey legs, water, bouillon cubes, onion, celery, carrots, garlic, bay leaves, garlic powder, onion powder, black pepper, thyme, marjoram, and curry powder in a soup pot; bring to a boil. Reduce heat and simmer for 30 minutes.",How about one for chili?,How about a recipe for turkey chili?,How about a recipe for chili?,67.7279,0.9231,0.5946,0.80
61,REWRITTEN,"What are the most important US supreme court cases? | Marbury v. Madison, 1803 (4-0 decision) ...McCulloch v. Maryland, 1819 (7-0 decision) ...Dred Scott v. Sandford, 1857 (7-2 decision) ...Plessy v. Ferguson, 1896 (7-1 decision) ...Korematsu v. United States, | What did Plessy v. Ferguson establish? | Plessy v. Ferguson was a landmark 1896 U.S. Supreme Court decision that upheld the constitutionality of racial segregation under the “separate but equal” doctrine. The case stemmed from an 1892 incident in which African-American train passenger Homer Plessy refused to sit in a car for blacks. | What did the Marbury vs Madison case establish? | The U.S. Supreme Court case Marbury v. Madison (1803) established the principle of judicial review—the power of the federal courts to declare legislative and executive acts unconstitutional. The unanimous opinion was written by Chief Justice John Marshall. | Was the Marbury vs Madison case unanimous? | In a unanimous decision, written by Justice Marshall, the Court stated that Marbury, indeed, had a right to his commission. | What was the implication of Roe vs Wade? | Roe rendered these laws unconstitutional, making abortion services vastly safer and more accessible to women throughout the country. The decision also set a legal precedent that affected more than 30 subsequent Supreme Court cases involving restrictions on access to abortion. | What were the main arguments of the Roe vs. Wade? | The Court ruled, in a 7-2 decision, that a woman's right to choose an abortion was protected by the privacy rights guaranteed by the Fourteenth Amendment to the U.S. Constitution. | What was the point of Brown v Board of Ed? | Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U.S. Supreme Court in which the Court ruled that American state laws establishing racial segregation in public schools are unconstitutional, even if the segregated schools are otherwise equal in quality. | What were the main arguments of Brown v Board of Ed? | Led by Thurgood Marshall, an NAACP litigator who would be appointed to the Court in 1967, Brown's attorneys argued that the operation of separate schools, based on race, was harmful to African-American children.",Why is it important today?,Why is Brown v. Board of Education important today?,Why is the Brown v Board of Ed important today?,89.5837,0.8421,0.0000,1.00
62,KEPT_ORIGINAL,,What are the different types of macromolecules?,What are the different types of macromolecules?,What are the different types of macromolecules?,82.0184,1.0000,1.0000,1.00
63,KEPT_ORIGINAL,What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids.,Tell me about the characteristics of carbohydrates.,Tell me about the characteristics of carbohydrates.,Tell me about the characteristics of carbohydrates.,67.6420,1.0000,1.0000,1.00
64,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides.",What are they composed of?,What are carbohydrates composed of?,What are carbohydrates composed of?,53.0499,1.0000,1.0000,1.00
65,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen.",What is their basic structure?,What is the basic structure of carbohydrates?,What are carbohydrates basic structure?,67.5325,0.5000,0.0000,1.00
66,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources.",What are the main types with examples of each?,What are the main types of carbohydrates with examples of each?,What are the main types of carbohydrates with examples of each?,96.6564,1.0000,1.0000,1.00
67,KEPT_ORIGINAL,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources. | What are the main types of carbohydrates with examples of each? | glucose (monosaccharide)fructose (monosaccharide)galactose (monosaccharide)sucrose (disaccharide)lactose (disaccharide)cellulose (polysaccharide)chitin (polysaccharide)",Tell me about lipids.,Tell me about lipids.,Tell me about lipids.,53.4292,1.0000,1.0000,1.00
68,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources. | What are the main types of carbohydrates with examples of each? | glucose (monosaccharide)fructose (monosaccharide)galactose (monosaccharide)sucrose (disaccharide)lactose (disaccharide)cellulose (polysaccharide)chitin (polysaccharide) | Tell me about lipids. | Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.",What is their function?,What is the function of lipids?,What are the functions of lipids.,68.3477,0.6667,0.0000,1.00
69,KEPT_ORIGINAL,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources. | What are the main types of carbohydrates with examples of each? | glucose (monosaccharide)fructose (monosaccharide)galactose (monosaccharide)sucrose (disaccharide)lactose (disaccharide)cellulose (polysaccharide)chitin (polysaccharide) | Tell me about lipids. | Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein. | What are the functions of lipids. | The functions of lipids include storing energy, signaling, and acting as structural components of cell membranes.",What are the types of lipids?,What are the types of lipids?,What are the types of lipids?,68.2847,1.0000,1.0000,1.00
70,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources. | What are the main types of carbohydrates with examples of each? | glucose (monosaccharide)fructose (monosaccharide)galactose (monosaccharide)sucrose (disaccharide)lactose (disaccharide)cellulose (polysaccharide)chitin (polysaccharide) | Tell me about lipids. | Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein. | What are the functions of lipids. | The functions of lipids include storing energy, signaling, and acting as structural components of cell membranes. | What are the types of lipids? | Major types include fats and oils, waxes, phospholipids, and steroids. Fats are a stored form of energy and are also known as triacylglycerols or triglycerides.",What is the most common?,What is the most common type of lipid?,What is the most common lipid?,75.7034,0.8571,0.5133,1.00
71,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources. | What are the main types of carbohydrates with examples of each? | glucose (monosaccharide)fructose (monosaccharide)galactose (monosaccharide)sucrose (disaccharide)lactose (disaccharide)cellulose (polysaccharide)chitin (polysaccharide) | Tell me about lipids. | Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein. | What are the functions of lipids. | The functions of lipids include storing energy, signaling, and acting as structural components of cell membranes. | What are the types of lipids? | Major types include fats and oils, waxes, phospholipids, and steroids. Fats are a stored form of energy and are also known as triacylglycerols or triglycerides. | What is the most common lipid? | Although there is no single common structure for lipids, the most commonly occurring class of lipids are triglycerides, which are fats and oils.",What is the difference between them and carbohydrates?,What is the difference between lipids and carbohydrates?,What is the difference between lipids and carbohydrates?,82.7895,1.0000,1.0000,1.00
72,REWRITTEN,"What are the different types of macromolecules? | Proteins.Carbohydrates.Lipids.Nucleic Acids. | Tell me about the characteristics of carbohydrates. | Its basic structure is composed of the elements carbon, hydrogen and oxygen, with generally twice the hydrogen as carbon and oxygen. In its simplest form, a carbohydrate is a chain of sugar molecules called monosaccharides. | What are carbohydrates composed of? | Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen. | What are carbohydrates basic structure? | The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources. | What are the main types of carbohydrates with examples of each? | glucose (monosaccharide)fructose (monosaccharide)galactose (monosaccharide)sucrose (disaccharide)lactose (disaccharide)cellulose (polysaccharide)chitin (polysaccharide) | Tell me about lipids. | Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein. | What are the functions of lipids. | The functions of lipids include storing energy, signaling, and acting as structural components of cell membranes. | What are the types of lipids? | Major types include fats and oils, waxes, phospholipids, and steroids. Fats are a stored form of energy and are also known as triacylglycerols or triglycerides. | What is the most common lipid? | Although there is no single common structure for lipids, the most commonly occurring class of lipids are triglycerides, which are fats and oils. | What is the difference between lipids and carbohydrates? | Animals tend to use carbohydrates primarily for short-term energy storage, while lipids are used more for long-term energy storage. Carbohydrates are stored as glycogen in animals while lipids are stored as fats (in plants carbohydrates are stored as cellulose and lipids as oils)",Why are carbs better?,Why are carbohydrates better?,Why are carbs better than lipids?,46.4978,0.6000,0.0000,0.80
73,KEPT_ORIGINAL,,What was the Securities Act of 1933?,What was the Securities Act of 1933?,What was the Securities Act of 1933?,96.3755,1.0000,1.0000,1.00
74,REWRITTEN,"What was the Securities Act of 1933? | The Securities Act of 1933 has two basic objectives: To require that investors receive financial and other significant information concerning securities being offered for public sale; and. To prohibit deceit, misrepresentations, and other fraud in the sale of securities.",What is exempt from it?,What is exempt from the Securities Act of 1933?,What is exempt for the Securities Act of 1933?,111.0438,0.8889,0.6580,1.00
75,REWRITTEN,"What was the Securities Act of 1933? | The Securities Act of 1933 has two basic objectives: To require that investors receive financial and other significant information concerning securities being offered for public sale; and. To prohibit deceit, misrepresentations, and other fraud in the sale of securities. | What is exempt for the Securities Act of 1933? | However, there are exempt securities, under Section 4 of the Securities Act of 1933. These securities are financial instruments that carry government backing and typically have a government or tax-exempt status",Why was it needed?,Why was the Securities Act of 1933 needed?,Why was the Securities Act of 1933 needed?,104.6579,1.0000,1.0000,1.00
76,REWRITTEN,"What was the Securities Act of 1933? | The Securities Act of 1933 has two basic objectives: To require that investors receive financial and other significant information concerning securities being offered for public sale; and. To prohibit deceit, misrepresentations, and other fraud in the sale of securities. | What is exempt for the Securities Act of 1933? | However, there are exempt securities, under Section 4 of the Securities Act of 1933. These securities are financial instruments that carry government backing and typically have a government or tax-exempt status | Why was the Securities Act of 1933 needed? | The act took power away from the states and put it into the hands of the federal government. The act also created a uniform set of rules to protect investors against fraud.",What was the reason for creating the 1934 act?,What was the reason for creating the Securities Act of 1934?,What was the reason for creating the 1934 act?,126.7227,0.8000,0.5491,0.80
